id,action_flow_id,action_flow_des,intention_1,intention_2,act_seq_start,act_seq_end,ob_start_frame,ob_end_frame,ob_act_seq,future_act_seq,scene
D2VU8,c051 0.00 4.00;c052 0.00 5.00;c015 0.50 6.80;c016 0.60 8.00;c017 2.80 8.20,Watching a laptop or something on a laptop;Working/Playing on a laptop;Holding a phone/camera;Playing with a phone/camera;Putting a phone/camera somewhere,play laptop;S/He wants to relax,arrange the camera;S/He wants to do housework,0,8.2,1,39,Watching a laptop or something on a laptop;Working/Playing on a laptop;Holding a phone/camera;Playing with a phone/camera,Putting a phone/camera somewhere,Living room
QNQOG,c155 0.00 4.80;c000 1.00 7.50;c001 4.40 10.70;c003 4.70 9.20,Someone is undressing;Holding some clothes;Putting clothes somewhere;Throwing clothes somewhere,take off the coat;S/He wants to get undressed,have a sneeze;S/He wants to fall ill,0,10.7,1,51,Someone is undressing;Holding some clothes,Putting clothes somewhere;Throwing clothes somewhere,Living room
7DGWM,c135 4.40 11.20;c077 5.50 13.20;c079 13.10 22.10;c078 15.90 30.10;c076 17.10 30.30,Sitting in a bed;Putting a pillow somewhere;Taking a pillow from somewhere;Snuggling with a pillow;Holding a pillow,move pillow;S/He wants to do housework,arrange the pillows;S/He wants to clean the bed,4.4,30.3,106,229,Sitting in a bed;Putting a pillow somewhere,Taking a pillow from somewhere;Snuggling with a pillow;Holding a pillow,Bedroom
2U3X0,c040 0.00 3.60;c043 13.60 18.70;c042 14.20 26.00;c041 14.50 19.90;c044 14.50 26.00;c039 21.10 25.70,Holding a box;Taking a box from somewhere;Putting a box somewhere;Opening a box;Taking something from a box;Closing a box,take some food from a box;S/He wants to make use of the box,pour something out of the box;S/He wants to prepare food,0,26,1,124,Holding a box,Taking a box from somewhere;Putting a box somewhere;Opening a box;Taking something from a box;Closing a box,Bathroom
JXNEN,c014 0.00 27.00;c059 0.00 27.00;c151 10.20 20.00;c123 15.50 27.00,Working at a table;Sitting in a chair;Someone is going from standing to sitting;Sitting on sofa/couch,finish his work and sit on a sofa;S/He wants to relax,eat a sandwich;S/He is hungry,0,27,1,129,Working at a table;Sitting in a chair,Someone is going from standing to sitting;Sitting on sofa/couch,Home Office / Study (A room in a house used for work)
QO7SM,c032 0.00 14.80;c026 0.00 19.20;c029 4.80 11.60;c025 9.30 15.40,Watching/Reading/Looking at a book;Holding a book;Smiling at a book;Closing a book,read a book;S/He wants to relax,read a book;S/He wants to do the reading,0,19.2,1,92,Watching/Reading/Looking at a book;Holding a book,Smiling at a book;Closing a book,Living room
ZXSRR,c032 0.00 37.00;c026 0.00 37.00;c030 0.70 37.00;c029 12.80 21.70,Watching/Reading/Looking at a book;Holding a book;Taking a book from somewhere;Smiling at a book,read a book;S/He wants to learn something,do some reading;S/He wants to relax,0,37,1,177,Watching/Reading/Looking at a book;Holding a book;Taking a book from somewhere,Smiling at a book,Kitchen
ACMHK,c061 0.00 33.00;c156 0.00 33.00;c118 0.00 33.00;c120 30.10 33.00;c119 30.10 33.00,Holding some food;Someone is eating something;Holding a dish;Taking a dish/es from somewhere;Putting a dish/es somewhere,eat food;S/He is hungry,eat something;S/He is hungry,0,33,1,158,Holding some food;Someone is eating something;Holding a dish,Taking a dish/es from somewhere;Putting a dish/es somewhere,Kitchen
E0OJ8,c012 0.00 11.80;c011 0.00 35.00;c014 0.00 35.00;c009 4.50 13.50,Tidying up a table;Sitting at a table;Working at a table;Putting something on a table,organize the table;S/He wants to do some cleaning,clean the table;S/He wants to work at the table,0,35,1,168,Tidying up a table;Sitting at a table;Working at a table;Putting something on a table,,Living room
N7GBK,c053 0.00 4.40;c054 0.00 4.40;c058 0.00 4.40;c000 0.00 6.00;c003 0.50 6.00;c005 0.50 6.00;c001 1.90 6.00;c034 2.00 6.00,Holding a shoe/shoes;Putting shoes somewhere;Throwing shoes somewhere;Holding some clothes;Throwing clothes somewhere;Washing some clothes;Putting clothes somewhere;Putting a towel/s somewhere,tidy up the clothes;S/He wants to do the laundry,wash some clothes;S/He wants to do the laundry,0,6,1,28,Holding a shoe/shoes;Putting shoes somewhere;Throwing shoes somewhere;Holding some clothes;Throwing clothes somewhere;Washing some clothes,Putting clothes somewhere;Putting a towel/s somewhere,Laundry room
UOZES,c072 0.00 14.20;c078 0.00 15.90;c076 0.00 15.90;c134 0.00 37.00;c133 11.30 24.80;c146 13.30 25.70;c135 22.10 37.00,Snuggling with a blanket;Snuggling with a pillow;Holding a pillow;Lying on a bed;Someone is awakening in bed;Someone is awakening somewhere;Sitting in a bed,awake from a bed;S/He wants to have a rest,sit up in the bed;S/He wants to wake up,0,37,1,177,Snuggling with a blanket;Snuggling with a pillow;Holding a pillow;Lying on a bed,Someone is awakening in bed;Someone is awakening somewhere;Sitting in a bed,Bedroom
Y7MSY,c078 0.00 17.30;c076 0.00 20.50;c077 15.00 20.20;c080 16.10 23.20,Snuggling with a pillow;Holding a pillow;Putting a pillow somewhere;Throwing a pillow somewhere,go downstaris;S/He wants to put things away,throw a pillow somewhere;S/He wants to go downstairs,0,23.2,1,111,Snuggling with a pillow;Holding a pillow,Putting a pillow somewhere;Throwing a pillow somewhere,Stairs
UKSCV,c000 0.00 3.70;c001 0.00 10.60;c148 0.00 11.40;c004 5.20 35.00,Holding some clothes;Putting clothes somewhere;Someone is dressing;Tidying some clothes,dressing himself;S/He wants to go outside,wear clothes;S/He wants to go outside,0,35,1,168,Holding some clothes;Putting clothes somewhere;Someone is dressing;Tidying some clothes,,Hallway
X9WTR,c030 23.80 33.00;c026 28.30 37.50;c028 31.90 38.50;c027 33.20 39.40;c032 35.10 62.40,Taking a book from somewhere;Holding a book;Putting a book somewhere;Opening a book;Watching/Reading/Looking at a book,read a book;S/He wants to learn something,read a book;S/He wants to do some reading,23.8,62.4,572,756,Taking a book from somewhere;Holding a book,Putting a book somewhere;Opening a book;Watching/Reading/Looking at a book,Recreation room / Man cave
LBJ0W,c057 0.00 14.10;c053 1.00 14.00;c155 2.70 12.60;c054 8.90 14.60;c058 9.40 14.10,Taking off some shoes;Holding a shoe/shoes;Someone is undressing;Putting shoes somewhere;Throwing shoes somewhere,throw shoes after undressing;S/He wants to get dressed up,undress herself;S/He wants to have a rest,0,14.6,1,70,Taking off some shoes;Holding a shoe/shoes;Someone is undressing,Putting shoes somewhere;Throwing shoes somewhere,Bedroom
CY2J2,c059 0.00 52.00;c151 1.10 10.40;c125 1.60 47.50;c154 45.00 52.00,Sitting in a chair;Someone is going from standing to sitting;Sitting on the floor;Someone is standing up from somewhere,sit in a chair;S/He wants to get some rest,stand up after sitting;S/He wants to relax,0,52,1,249,Sitting in a chair;Someone is going from standing to sitting;Sitting on the floor,Someone is standing up from somewhere,Living room
Q166J,c152 5.80 22.20;c030 6.30 12.60;c029 6.30 18.70;c028 6.70 11.90;c032 7.00 32.00;c027 7.60 15.00,Someone is smiling;Taking a book from somewhere;Smiling at a book;Putting a book somewhere;Watching/Reading/Looking at a book;Opening a book,read a book while talking on the phone;S/He wants to chat with someone on the phone,read book while calling;S/He wants to relax,5.8,32,140,264,Someone is smiling;Taking a book from somewhere;Smiling at a book;Putting a book somewhere;Watching/Reading/Looking at a book;Opening a book,,Living room
T42IZ,c143 4.00 12.40;c008 4.00 12.40;c062 8.40 15.40;c142 19.80 27.40;c006 19.90 26.90,Opening a refrigerator;Opening a door;Putting some food somewhere;Closing a refrigerator;Closing a door,put some food in the refrigerator;S/He wants to keep food fresh,store some food;S/He wants to to eat food,4,27.4,97,208,Opening a refrigerator;Opening a door;Putting some food somewhere,Closing a refrigerator;Closing a door,Kitchen
G2JR9,c069 21.90 29.00;c061 22.10 29.90;c067 23.30 29.60;c068 24.50 30.30;c064 25.60 30.60,Taking a sandwich from somewhere;Holding some food;Holding a sandwich;Putting a sandwich somewhere;Throwing food somewhere,dislike the sandwich;S/He wants to want something better,throw a sandwich on the floor;S/He wants to throw away some food,21.9,30.6,526,567,Taking a sandwich from somewhere;Holding some food;Holding a sandwich,Putting a sandwich somewhere;Throwing food somewhere,Pantry
6FJBD,c052 0.00 7.90;c051 0.00 11.10;c047 0.00 15.80;c046 4.80 10.60;c049 9.40 15.60;c009 9.70 15.80,Working/Playing on a laptop;Watching a laptop or something on a laptop;Holding a laptop;Closing a laptop;Putting a laptop somewhere;Putting something on a table,play laptop;S/He wants to relax,work on a laptop;S/He wants to do some work,0,15.8,1,75,Working/Playing on a laptop;Watching a laptop or something on a laptop;Holding a laptop,Closing a laptop;Putting a laptop somewhere;Putting something on a table,Living room
IBIWF,c015 0.00 11.60;c016 0.00 14.50;c017 6.80 12.10;c086 9.10 15.90,Holding a phone/camera;Playing with a phone/camera;Putting a phone/camera somewhere;Putting a picture somewhere,check the camera's availability;S/He wants to do housework,put a camera on a table;S/He wants to tidy up the room,0,15.9,1,76,Holding a phone/camera;Playing with a phone/camera,Putting a phone/camera somewhere;Putting a picture somewhere,Living room
6KGZA,c000 0.00 4.10;c001 0.00 4.30;c003 0.00 4.40;c002 4.40 10.30;c148 8.10 23.10,Holding some clothes;Putting clothes somewhere;Throwing clothes somewhere;Taking some clothes from somewhere;Someone is dressing,wear clothes;S/He wants to go outside,wear a jacket;S/He wants to get dressed,0,23.1,1,110,Holding some clothes;Putting clothes somewhere;Throwing clothes somewhere;Taking some clothes from somewhere,Someone is dressing,Kitchen
J6TVB,c110 0.00 3.50;c106 0.00 21.90;c119 10.50 20.50;c107 10.50 22.50;c109 10.80 21.40;c120 10.80 22.30,Taking a cup/glass/bottle from somewhere;Drinking from a cup/glass/bottle;Putting a dish/es somewhere;Holding a cup/glass/bottle of something;Putting a cup/glass/bottle somewhere;Taking a dish/es from somewhere,drink a cup of water;S/He is thirsty,drink something;S/He is thirsty,0,22.5,1,108,Taking a cup/glass/bottle from somewhere;Drinking from a cup/glass/bottle,Putting a dish/es somewhere;Holding a cup/glass/bottle of something;Putting a cup/glass/bottle somewhere;Taking a dish/es from somewhere,Dining room
TBXFO,c107 38.20 50.70;c109 38.50 43.90;c108 40.70 48.40;c106 47.80 54.40;c063 51.80 57.20;c067 51.80 58.00;c069 52.90 58.00,Holding a cup/glass/bottle of something;Putting a cup/glass/bottle somewhere;Pouring something into a cup/glass/bottle;Drinking from a cup/glass/bottle;Taking food from somewhere;Holding a sandwich;Taking a sandwich from somewhere,eat a sandwich;S/He is hungry,drink some water;S/He is thirsty,38.2,58,917,1011,Holding a cup/glass/bottle of something;Putting a cup/glass/bottle somewhere;Pouring something into a cup/glass/bottle,Drinking from a cup/glass/bottle;Taking food from somewhere;Holding a sandwich;Taking a sandwich from somewhere,Living room
SHP4R,c143 0.00 7.50;c063 5.80 10.70;c142 6.00 12.10;c061 6.30 24.00;c110 18.30 22.70,Opening a refrigerator;Taking food from somewhere;Closing a refrigerator;Holding some food;Taking a cup/glass/bottle from somewhere,eat a sandwich and drink water;S/He is hungry,take some food from a refrigerator;S/He is hungry,0,24,1,115,Opening a refrigerator,Taking food from somewhere;Closing a refrigerator;Holding some food;Taking a cup/glass/bottle from somewhere,Kitchen
OOE32,c043 0.00 3.00;c040 0.70 28.10;c041 3.50 27.00;c042 23.30 28.60,Taking a box from somewhere;Holding a box;Opening a box;Putting a box somewhere,open a box to take something;S/He wants to look for something,take a medicine;S/He wants to deal with illness,0,28.6,1,137,Taking a box from somewhere;Holding a box;Opening a box,Putting a box somewhere,Living room
9SP9P,c107 0.00 33.00;c110 0.10 33.00;c063 0.40 33.00;c069 0.60 5.70;c061 0.90 28.30;c067 0.90 33.00;c106 5.70 13.00,Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere;Taking food from somewhere;Taking a sandwich from somewhere;Holding some food;Holding a sandwich;Drinking from a cup/glass/bottle,eat a meal;S/He is hungry,drink some water;S/He is thirsty,0,33,1,158,Holding a cup/glass/bottle of something;Taking a cup/glass/bottle from somewhere;Taking food from somewhere;Taking a sandwich from somewhere;Holding some food;Holding a sandwich;Drinking from a cup/glass/bottle,,Living room
W3SC3,c008 2.30 8.40;c141 2.30 10.40;c097 3.30 8.60;c006 4.40 9.90,Opening a door;Grasping onto a doorknob;Walking through a doorway;Closing a door,open a door;S/He wants to get in,clean the floor;S/He wants to do housework,2.3,10.4,56,94,Opening a door;Grasping onto a doorknob;Walking through a doorway,Closing a door,Entryway (A hall that is generally located at the entrance of a house)
120YL,c063 14.80 20.50;c118 26.10 36.30;c120 26.30 43.00;c062 28.70 33.30;c119 31.40 36.50;c156 37.00 43.00;c061 37.00 43.00,Taking food from somewhere;Holding a dish;Taking a dish/es from somewhere;Putting some food somewhere;Putting a dish/es somewhere;Someone is eating something;Holding some food,have a meal;S/He is hungry,eat some food;S/He is hungry,14.8,43,356,490,Taking food from somewhere,Holding a dish;Taking a dish/es from somewhere;Putting some food somewhere;Putting a dish/es somewhere;Someone is eating something;Holding some food,Kitchen
B0XI9,c156 5.10 22.10;c063 6.10 16.70;c110 7.70 13.30;c061 7.70 32.10;c107 9.60 33.00;c106 10.70 20.90;c067 11.60 33.00;c065 20.40 28.30,Someone is eating something;Taking food from somewhere;Taking a cup/glass/bottle from somewhere;Holding some food;Holding a cup/glass/bottle of something;Drinking from a cup/glass/bottle;Holding a sandwich;Eating a sandwich,have a meal;S/He is hungry,drink some water;S/He is thirsty,5.1,33,123,256,Someone is eating something;Taking food from somewhere;Taking a cup/glass/bottle from somewhere;Holding some food;Holding a cup/glass/bottle of something,Drinking from a cup/glass/bottle;Holding a sandwich;Eating a sandwich,Bedroom
O1LMX,c026 1.90 14.30;c032 2.10 14.20;c029 5.70 12.40;c028 8.40 14.20,Holding a book;Watching/Reading/Looking at a book;Smiling at a book;Putting a book somewhere,play laptop;S/He wants to relax,take out a book;S/He wants to learn something,1.9,14.3,46,105,Holding a book;Watching/Reading/Looking at a book,Smiling at a book;Putting a book somewhere,Stairs
ICQZX,c056 2.40 8.10;c054 2.40 13.30;c004 3.20 16.60;c053 3.80 9.20,Taking shoes from somewhere;Putting shoes somewhere;Tidying some clothes;Holding a shoe/shoes,take shoes from somewhere;S/He wants to arrange the shoes,take out some shoes;S/He wants to put the shoes away,2.4,16.6,58,125,Taking shoes from somewhere;Putting shoes somewhere;Tidying some clothes;Holding a shoe/shoes,,Closet / Walk-in closet / Spear closet
7HWK2,c002 15.60 27.90;c148 23.30 40.00;c001 37.50 40.00;c000 37.50 40.00,Taking some clothes from somewhere;Someone is dressing;Putting clothes somewhere;Holding some clothes,put on a sweater;S/He wants to warm himself/her/hisself up,take on a sweater;S/He wants to get dressed,15.6,40,375,491,Taking some clothes from somewhere,Someone is dressing;Putting clothes somewhere;Holding some clothes,Stairs
JCWVV,c009 0.00 9.70;c011 4.70 13.30;c013 8.00 25.00;c012 9.90 25.00,Putting something on a table;Sitting at a table;Washing a table;Tidying up a table,wash a table;S/He wants to clean a table,clean a table;S/He wants to make some space,0,25,1,120,Putting something on a table;Sitting at a table,Washing a table;Tidying up a table,Living room
TIJOY,c061 2.80 21.70;c156 6.30 14.60;c063 7.90 13.50;c106 17.70 26.80;c110 18.20 33.00,Holding some food;Someone is eating something;Taking food from somewhere;Drinking from a cup/glass/bottle;Taking a cup/glass/bottle from somewhere,eat some food and drink some water;S/He is hungry and thirsty,have a meal;S/He is hungry,2.8,33,68,212,Holding some food;Someone is eating something;Taking food from somewhere,Drinking from a cup/glass/bottle;Taking a cup/glass/bottle from somewhere,Entryway (A hall that is generally located at the entrance of a house)
